PlotID,Year,Field,Plot,Treat,SDiv,LeftS,ColS,Tot_S,W_m2,Ach_mil,Agr_git,Ant_tin,Cen_cya,Cen_jac,Cic_int,Dau_car,Dip_ful,Ech_vul,Hyp_per,Leu_vul,Mal_mos,Mal_syl,Ori_vul,Pap_rho,Pas_sat,Sil_lat,Tan_vul,Ver_lyc,Ver_tha,Mel_alb,Ono_vic,Ace_pse,Aet_cyn,Agr_sto,Alt_off,Ama_ret,Ana_arv,Ape_spi,Arr_ela,Bor_off,Bra_nap,Cam_pat,Cap_bur,Car_pra,Cen_ery,Cer_sp.,Cha_min,Cha_rec,Che_alb,Che_pol,Che_sp.,Cir_lut,Cir_arv,Cir_vul,Cle_vit,Con_arv,Con_can,Cor_san,Cor_sp.,Cre_bie,Dac_glo,Des_fl,Dig_san,Ech_cru,Ely_rep,Epi_hir,Epi_sp,Epi_wei,Equ_arv,Eri_ann,Eup_hel,Eup_str,Fal_con,Fest,Fil_uli,Gal_cil,Gal_alb,Gal_apa,Ger_rot,Geu_urb,Gle_hed,Gras,Hol_lan,Hyp_rad,Jug_reg,Jun_buf,Jun_sp.,Kic_ela,Kic_spu,Lac_ser,Lam_amp,Lam_pur,Lin_vul,Lol_per,Lot_cor,Lyt_sal,Med_lup,Med_sat,Men_arv,Mer_ann,Myo_arv,Oen_bie,Oro_spp,Oxa_str,Phl_pra,Pla_lan,Pla_maj,Poa_ann,Pol_avi,Pol_mit,Pol_rot,Pop_alb,Pot_rep,Pru_vul,Ran_rep,Rub_sp.,Rum_obt,Sag_ape,Sal_cap,Sal_alb,Scr_nod,Sen_vul,Set_pum,Sin_alb,Sol_nig,Sol_can,Son_arv,Son_asp,Son_ole,Ste_med,Tar_off,Tri_pra,Tri_rep,Trif_ro,Tri_ino,Trit_sp,Urt_dio,Ver_off,Ver_per,Ver_ser,Vic_hir,Vic_sat,Vio_arv,W_m2,ExInt.Inv
167,2008,1,11,no_f,2,2,20,22,1272.407767,0,0,0.0001,0,25,50,0,3,0,0.0001,0,5,0.0001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0,0.0001,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0.0001,0,0,0,0,0.0001,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1272.407767,20
168,2008,1,12,no_f,20,14,11,25,1053.777855,3,0,10,0,10,25,10,30,0,0.0001,5,2,1,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.1,0,0.0001,0,0,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,1053.777855,11
170,2008,2,1,8mm,20,15,4,19,1320.399698,5,0,5,0,20,50,8,15,15,0,0.0001,10,1,2,0,0.1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.399698,4
171,2008,2,2,8mm,2,2,7,9,1379.056504,60,0,0,0,0.0001,0,0,35,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.1,0,0,0.01,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,1379.056504,7
172,2008,2,3,8mm,12,10,4,14,1459.043057,3,0,5,0,30,40,0,0,12,0,5,10,0.01,5,0,0,0,5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,1459.043057,4
173,2008,2,4,8mm,6,5,20,25,749.8289529,0,0,0,0,0.0001,0,40,0.0001,0,2,0,0.0001,0,0,0.0001,2,20,0.0001,0,10,0,0,0,0.0001,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.01,0,0.1,0,0,0,0,0,0,0.0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,3,0,0,0,0,0,0,0,0,0,0,0,0,749.8289529,20
174,2008,2,5,25mm,20,15,6,21,1507.034989,3,0,3,0,15,40,2,20,8,1,2,12,1,8,0,0,5,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1507.034989,6
175,2008,2,6,25mm,2,2,8,10,1101.769787,30,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101.769787,8
176,2008,2,7,25mm,12,9,5,14,1181.75634,0,0,5,0,8,35,0,0,30,0,2,8,5,12,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181.75634,5
177,2008,2,8,25mm,6,5,18,23,707.1694578,5,0,0.0001,0,0,0,25,0,0.0001,10,0.0001,0.0001,0.0001,0,0,5,10,0,0,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0.0001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,707.1694578,18
178,2008,2,9,no_f,20,15,7,22,1240.413145,10,0,3,0,15,60,0,30,15,3,5,5,8,5,0,0,2,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.413145,7
179,2008,2,10,no_f,2,2,8,10,1363.059193,15,0,0,0,0,0,0,40,0,0,0.0001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.059193,8
180,2008,2,11,no_f,12,8,5,13,1352.39432,0,0,3,0,5,50,0,0,15,0,0,3,3,2,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.39432,5
181,2008,2,12,no_f,6,5,16,21,1101.769787,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0.0001,10,0.0001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,0,0,10,0,0,3,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,1101.769787,16
183,2008,3,1,no_f,2,2,17,19,1064.442728,0,0,0,0,0,0,50,0,0,0,0,0,0.0001,0,0.0001,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0.0001,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,10,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,1064.442728,17
184,2008,3,2,no_f,6,5,7,12,1336.397009,70,0,0,0,0,0,2,0,0,2,45,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1336.397009,7
185,2008,3,3,no_f,20,16,5,21,1235.080708,2,0,5,0,20,80,1,20,3,0.0001,3,2,0.0001,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.080708,5
186,2008,3,4,no_f,12,10,3,13,1251.078019,0,0,5,0,8,60,0,15,10,0,0,1,0,2,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251.078019,3
187,2008,3,5,25mm,2,2,18,20,712.5018947,0,0,0,0,0.0001,0.0001,40,0,0.0001,0,0,0,0,0,0,0,0,0.0001,20,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,10,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,712.5018947,18
188,2008,3,6,25mm,6,4,10,14,1021.783233,30,0,0,0,0,0.0001,30,0,0,1,40,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,1,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,1021.783233,10
189,2008,3,7,25mm,20,15,4,19,1245.745582,2,0,8,0,20,60,8,15,5,0,5,0,0.01,2,0,0.01,2,8,0.0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.745582,4
190,2008,3,8,25mm,12,10,12,22,1155.094155,0,0,5,0,2,40,0,30,5,0,2,0,0,1,0,0.0001,0.0001,1,0,0.0001,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,1155.094155,12
191,2008,3,9,8mm,2,2,24,26,744.496516,0.0001,0,0,0,0.0001,0.0001,60,0.0001,0.0001,0.0001,1,0,0,0.0001,0,0.01,0,0.0001,0.0001,0,0,0,0,0,15,0,0,0.1,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,10,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.496516,24
192,2008,3,10,8mm,6,5,20,25,776.4911373,60,0,0,0.0001,0,0,30,0,0,10,30,0,0.0001,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0001,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.0001,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,5,0.0001,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,20,0,0,0,2,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,776.4911373,20
193,2008,3,11,8mm,20,14,12,26,909.802059,3,0,2,0,10,30,2,10,1,2,10,0,0,1,0,0,0.0001,2,0.01,0.01,0,0,0,0,0,0,0,0.0001,0,3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0001,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.802059,12
194,2008,3,12,8mm,12,9,16,25,957.7939909,0,0,1,0,5,30,2,0.0001,40,0.1,0,0,0,1,0,1,0,3,0,0.0001,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0.1,0,0,1,0,0,0,0.0001,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.7939909,16
196,2008,5,1,no_f,2,2,26,28,909.802059,0,0,0,0,0,0,0.0001,0,15,0,60,0,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0.1,0,0,0.0001,0,0,0,0,0.0001,0,0.1,0,0,0,0,0,0.0001,0,5,0,0.0001,0,0,0,0,0,0,0,0,0,0,12,0,0,25,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,1,0,20,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,5,0.0001,0.0001,1,0,0,0,0,0,1,0,0,0,0,909.802059,26
